d000.s000.t000 bn:00106124a
d103.s100.t006 bn:00083181v
d103.s100.t007 bn:00101507a
d103.s100.t008 bn:00064027n
d103.s101.t000 bn:00082690v
d103.s101.t001 bn:00091519v
d103.s101.t002 bn:00115607r
d103.s101.t003 bn:00100709a
d103.s101.t004 bn:00101429a
d103.s101.t005 bn:00079862n
d103.s101.t006 bn:00084554v
d103.s101.t007 bn:00036376n
d103.s102.t000 bn:00094257v
d103.s102.t001 bn:00011766n
d103.s102.t002 bn:00085356v
d103.s102.t003 bn:00115624r
d103.s102.t004 bn:00071434n
d103.s102.t005 bn:00103068a
d103.s102.t006 bn:00008576n
d103.s102.t007 bn:00080831n
d103.s102.t008 bn:00114079r
d103.s102.t009 bn:00086542v
d103.s102.t010 bn:00023497n
d103.s103.t000 bn:00046516n
d103.s103.t001 bn:00090460v
d103.s103.t002 bn:00096026a
d103.s103.t003 bn:00001533n
d103.s104.t000 bn:00082790v
d103.s104.t001 bn:00095975a
d103.s104.t002 bn:00108318a
d103.s104.t003 bn:00042043n
d103.s104.t004 bn:00085991v
d103.s104.t005 bn:00104809a
d103.s104.t006 bn:00033729n
d103.s104.t007 bn:00086249v
d103.s104.t008 bn:00028934n
d103.s105.t000 bn:00042043n
d103.s105.t001 bn:00116360r
d103.s105.t002 bn:00090448v
d103.s106.t000 bn:00003882n
d103.s106.t001 bn:00028934n
d103.s106.t002 bn:00114318r
d103.s106.t003 bn:00097677a
d103.s107.t000 bn:00087367v
d103.s107.t001 bn:00114473r
d103.s107.t002 bn:00105821a
d103.s107.t003 bn:00043153n
d103.s107.t004 bn:00097884a
d103.s107.t005 bn:00044981n
d103.s108.t000 bn:00114281r
d103.s108.t001 bn:00083340v
d103.s108.t002 bn:00085991v
d103.s108.t003 bn:00114171r
d103.s109.t000 bn:00046516n
d103.s109.t001 bn:00095665v
d103.s109.t002 bn:00085991v
d103.s109.t003 bn:00003882n
d103.s110.t000 bn:00088099v
d103.s110.t001 bn:00051972n
d103.s110.t002 bn:00047077n
d103.s111.t000 bn:00001533n
d103.s111.t001 bn:00085382v
d103.s111.t002 bn:00116360r
d103.s112.t000 bn:00114626r
d103.s112.t001 bn:00083185v
d103.s112.t002 bn:00019887n
d103.s112.t003 bn:00085991v
d103.s113.t000 bn:00087966v
d103.s113.t001 bn:00082790v
d103.s113.t002 bn:00067959n
d103.s113.t003 bn:00096027a
d103.s113.t004 bn:00055094n
d103.s113.t005 bn:00093288v
d103.s113.t006 bn:00117250r
d103.s113.t007 bn:00071961n
d103.s113.t008 bn:00092137v
d103.s113.t009 bn:00114455r
d103.s113.t010 bn:00090271v
d103.s113.t011 bn:00088622v
d103.s113.t012 bn:00019625n
d103.s114.t000 bn:00093288v
d103.s114.t001 bn:00095975a
d103.s114.t002 bn:00055094n
d103.s114.t003 bn:00088736v
d103.s114.t004 bn:00111063a
d103.s115.t000 bn:00114216r
d103.s115.t001 bn:00042043n
d103.s115.t002 bn:00116360r
d103.s115.t003 bn:00088912v
d103.s115.t004 bn:00094275v
d103.s115.t005 bn:00105019a
d103.s115.t006 bn:00096873a
d103.s115.t007 bn:00110767a
d103.s115.t008 bn:00085021v
d103.s115.t009 bn:00001533n
d103.s116.t000 bn:00003882n
d103.s116.t001 bn:00046516n
d103.s116.t002 bn:00088689v
d103.s117.t000 bn:00001533n
d103.s117.t001 bn:00083340v
d103.s117.t002 bn:00085991v
d103.s117.t003 bn:00104880a
d103.s117.t004 bn:00027352n
d103.s117.t005 bn:00085931v
d103.s117.t006 bn:00000703n
d103.s117.t007 bn:00028934n
d103.s118.t000 bn:00095233v
d103.s118.t001 bn:00115161r
d103.s118.t002 bn:00083340v
d103.s118.t003 bn:00085991v
d103.s118.t004 bn:00114472r
d103.s118.t005 bn:00008363n
d103.s118.t006 bn:00013848n
d103.s119.t000 bn:00046516n
d103.s119.t001 bn:00083395v
d103.s119.t002 bn:00012166n
d103.s119.t003 bn:00083077v
d103.s119.t004 bn:00110858a
d103.s119.t005 bn:00029425n
d103.s120.t000 bn:00042043n
d103.s120.t001 bn:00096925a
d103.s120.t002 bn:00054311n
d103.s121.t000 bn:00089137v
d103.s121.t001 bn:00088311v
d103.s121.t002 bn:00067785n
d103.s122.t000 bn:00046516n
d103.s122.t001 bn:00088732v
d103.s122.t002 bn:00117628r
d103.s123.t000 bn:00107844a
d103.s123.t001 bn:00001533n
d103.s123.t002 bn:00087367v
d103.s123.t003 bn:00006140n
d103.s123.t004 bn:00098283a
d103.s123.t005 bn:00002180n
d103.s124.t000 bn:00082536v
d103.s124.t001 bn:00082482v
d103.s125.t000 bn:00042043n
d103.s125.t001 bn:00084074v
d103.s125.t002 bn:00067785n
d103.s125.t003 bn:00067785n
d103.s125.t004 bn:00091519v
d103.s125.t005 bn:00046516n
d103.s125.t006 bn:00100906a
d103.s125.t007 bn:00097668a
d103.s125.t008 bn:00032600n
d103.s126.t000 bn:00046516n
d103.s126.t001 bn:00090517v
d103.s126.t002 bn:00085991v
d103.s126.t003 bn:00001533n
d103.s126.t004 bn:00089154v
d103.s126.t005 bn:00088689v
d103.s126.t006 bn:00115624r
d103.s127.t000 bn:00092415v
d103.s127.t001 bn:00115109r
d103.s127.t002 bn:00085162v
d103.s127.t003 bn:00034565n
d103.s127.t004 bn:00001533n
d103.s127.t005 bn:00113423a
d103.s127.t006 bn:00005702n
d103.s128.t000 bn:00019475n
d103.s128.t001 bn:00103059a
d103.s128.t002 bn:00074702n
d103.s128.t003 bn:00056377n
d103.s128.t004 bn:00083492v
d103.s128.t005 bn:00011999n
d103.s129.t000 bn:00046516n
d103.s129.t001 bn:00083402v
d103.s129.t002 bn:00114466r
d103.s129.t003 bn:00084110v
d103.s129.t004 bn:00001533n
d103.s129.t005 bn:00035679n
d103.s130.t000 bn:00046516n
d103.s130.t001 bn:00088705v
d103.s130.t002 bn:00098683a
d103.s130.t003 bn:00032601n
d103.s131.t000 bn:00095950a
d103.s131.t001 bn:00099850a
d103.s131.t002 bn:00008122n
d103.s131.t003 bn:00020726n
d103.s131.t004 bn:00056200n
d103.s131.t005 bn:00093077v
d103.s131.t006 bn:00102944a
d103.s131.t007 bn:00032552n
d103.s132.t000 bn:00105937a
d103.s132.t001 bn:00074251n
d103.s132.t002 bn:00034565n
d103.s132.t003 bn:00077365n
d103.s132.t004 bn:00103638a
d103.s132.t005 bn:00100902a
d103.s132.t006 bn:00029425n
d103.s132.t007 bn:00084957v
d103.s132.t008 bn:00046516n
d103.s132.t009 bn:00061897n
d103.s133.t000 bn:00001533n
d103.s133.t001 bn:00062019n
d103.s133.t002 bn:00083181v
d103.s133.t003 bn:00101871a
d103.s133.t004 bn:00108344a
d103.s133.t005 bn:00075468n
d103.s134.t000 bn:00046516n
d103.s134.t001 bn:00093287v
d103.s134.t002 bn:00088762v
d103.s134.t003 bn:00005702n
d103.s134.t004 bn:00084061v
d103.s134.t005 bn:00116861r
d103.s134.t006 bn:00114427r
d103.s135.t000 bn:00046516n
d103.s137.t000 bn:00085860v
d103.s138.t000 bn:00083181v
d103.s138.t001 bn:00102779a
d103.s139.t000 bn:00102779a
d103.s139.t001 bn:00083181v
d103.s139.t002 bn:00046516n
d103.s139.t003 bn:00084733v
d103.s139.t004 bn:00114580r
d103.s139.t005 bn:00102779a
d103.s139.t006 bn:00085991v
d103.s140.t000 bn:00011763n
d103.s140.t001 bn:00008047n
d103.s140.t002 bn:00098249a
d103.s140.t003 bn:00051050n
d103.s141.t000 bn:00116360r
d103.s141.t001 bn:00102779a
d103.s142.t000 bn:00090943v
d103.s142.t001 bn:00098116a
d103.s143.t000 bn:00116360r
d103.s143.t001 bn:00011241n
d103.s144.t000 bn:00087641v
d103.s144.t001 bn:00062019n
d103.s144.t002 bn:00010805n
d103.s147.t000 bn:00082400v
d103.s147.t001 bn:00116383r
d103.s148.t000 bn:00095597v
d103.s150.t000 bn:00095597v
d103.s150.t001 bn:00116789r
d103.s150.t002 bn:00115530r
d103.s151.t000 bn:00046516n
d103.s151.t001 bn:00084228v
d103.s151.t002 bn:00115109r
d103.s151.t003 bn:00008363n
d103.s152.t000 bn:00001533n
d103.s152.t001 bn:00082613v
d103.s152.t002 bn:00103285a
d103.s152.t003 bn:00011744n
d103.s152.t004 bn:00046516n
d103.s152.t005 bn:00071294n
d103.s153.t000 bn:00083181v
d103.s153.t001 bn:00116348r
d103.s153.t002 bn:00104050a
d103.s153.t003 bn:00018345n
d103.s154.t000 bn:00046516n
d103.s154.t001 bn:00083943v
d103.s154.t002 bn:00012965n
d103.s155.t000 bn:00001533n
d103.s155.t001 bn:00095727v
d103.s155.t002 bn:00117596r
d103.s155.t003 bn:00102912a
d103.s155.t004 bn:00012966n
d103.s155.t005 bn:00083250v
d103.s155.t006 bn:00115503r
d103.s155.t007 bn:00046516n
d103.s155.t008 bn:00017395n
d103.s156.t000 bn:00101871a
d103.s156.t001 bn:00075468n
d103.s156.t002 bn:00085320v
d103.s156.t003 bn:00007011n
d103.s158.t000 bn:00084526v
d103.s158.t001 bn:00083182v
d103.s158.t002 bn:00046516n
d103.s159.t000 bn:00082881v
d103.s159.t001 bn:00085567v
d103.s161.t000 bn:00114079r
d103.s161.t001 bn:00114427r
d103.s162.t000 bn:00046516n
d103.s162.t001 bn:00089387v
d103.s162.t002 bn:00001533n
d103.s162.t003 bn:00029745n
d103.s162.t004 bn:00008363n
d103.s162.t005 bn:00088825v
d103.s162.t006 bn:00103285a
d103.s162.t007 bn:00003882n
d103.s162.t008 bn:00012467n
d103.s162.t009 bn:00099859a
d103.s162.t010 bn:00071961n
d103.s163.t000 bn:00001533n
d103.s163.t001 bn:00094655v
d103.s163.t002 bn:00023980n
d103.s163.t003 bn:00095233v
d103.s163.t004 bn:00101257a
d103.s163.t005 bn:00032512n
d103.s163.t006 bn:00071431n
d103.s163.t007 bn:00071431n
d103.s164.t000 bn:00046516n
d103.s164.t001 bn:00083406v
d103.s164.t002 bn:00085358v
d103.s164.t003 bn:00115377r
d103.s164.t004 bn:00106408a
d103.s164.t005 bn:00014710n
d103.s165.t000 bn:00089277v
d103.s165.t001 bn:00108344a
d103.s165.t002 bn:00062019n
d103.s165.t003 bn:00084388v
d103.s166.t000 bn:00046516n
d103.s167.t000 bn:00083183v
d103.s167.t001 bn:00046516n
d103.s168.t000 bn:00087236v
d103.s168.t001 bn:00090326v
d103.s169.t000 bn:00046516n
d103.s169.t001 bn:00093966v
d103.s169.t002 bn:00101043a
d103.s169.t003 bn:00012965n
d103.s170.t000 bn:00116360r
d103.s170.t001 bn:00089804v
d103.s170.t002 bn:00093676v
d103.s171.t000 bn:00094275v
d103.s171.t001 bn:00007727n
d103.s171.t002 bn:00071961n
d103.s172.t000 bn:00001533n
d103.s172.t001 bn:00090742v
d103.s172.t002 bn:00093368v
d103.s172.t003 bn:00083331v
d103.s172.t004 bn:00083231v
d103.s173.t000 bn:00046516n
d103.s173.t001 bn:00094089v
d103.s173.t002 bn:00114543r
d103.s173.t003 bn:00100902a
d103.s173.t004 bn:00025236n
d103.s173.t005 bn:00101722a
d103.s173.t006 bn:00062481n
d103.s173.t007 bn:00077657n
d103.s175.t000 bn:00087106v
d103.s176.t000 bn:00047025n
d103.s176.t001 bn:00086813v
d103.s176.t002 bn:00114110r
d103.s177.t000 bn:00083181v
d103.s177.t001 bn:00097107a
d103.s177.t002 bn:00084968v
d103.s178.t000 bn:00116360r
d103.s178.t001 bn:00087864v
d103.s178.t002 bn:00001875n
d103.s179.t000 bn:00114165r
d103.s180.t000 bn:00030581n
d103.s180.t001 bn:00083185v
d103.s180.t002 bn:00105399a
d103.s180.t003 bn:00110301a
d103.s181.t000 bn:00074023n
d103.s181.t001 bn:00025236n
d103.s181.t002 bn:00114234r
d103.s181.t003 bn:00108072a
d103.s181.t004 bn:00030581n
d103.s181.t005 bn:00085860v
d103.s181.t006 bn:00088311v
d103.s181.t007 bn:00025233n
d103.s181.t008 bn:00086261v
d103.s183.t000 bn:00083182v
d103.s184.t000 bn:00083181v
d103.s184.t001 bn:00099475a
d103.s185.t000 bn:00046516n
d103.s185.t001 bn:00078798n
d103.s185.t002 bn:00001533n
d103.s185.t003 bn:00082537v
d103.s185.t004 bn:00035907n
d103.s185.t005 bn:00076922n
d103.s185.t006 bn:00083286v
d103.s186.t000 bn:00018991n
d103.s186.t001 bn:00083181v
d103.s186.t002 bn:00092763v
d103.s186.t003 bn:00011357n
d103.s187.t000 bn:00046516n
d103.s187.t001 bn:00083181v
d103.s187.t002 bn:00100948a
d103.s188.t000 bn:00085860v
d103.s189.t000 bn:00056758n
d103.s189.t001 bn:00086081v
d103.s189.t002 bn:00051508n
d103.s190.t000 bn:00114245r
d103.s190.t001 bn:00100441a
d103.s190.t002 bn:00011744n
d103.s190.t003 bn:00090225v
d103.s190.t004 bn:00028934n
d103.s191.t000 bn:00081546n
d103.s191.t001 bn:00089240v
d103.s191.t002 bn:00046139n
d103.s192.t000 bn:00092763v
d103.s192.t001 bn:00088912v
d103.s192.t002 bn:00046516n
d103.s192.t003 bn:00085927v
d103.s192.t004 bn:00083332v
d103.s192.t005 bn:00075669n
d103.s193.t000 bn:00085575v
d103.s193.t001 bn:00015381n
d103.s193.t002 bn:00017515n
d103.s193.t003 bn:00064345n
d103.s193.t004 bn:00088463v
d103.s193.t005 bn:00012289n
d103.s193.t006 bn:00109947a
d103.s193.t007 bn:00111342a
d103.s193.t008 bn:00042759n
d103.s193.t009 bn:00083476v
d103.s193.t010 bn:00082759v
d103.s193.t011 bn:00086600v
d103.s194.t000 bn:00001533n
d103.s194.t001 bn:00090692v
d103.s194.t002 bn:00095032v
d103.s194.t003 bn:00031687n
d103.s194.t004 bn:00117043r
d103.s194.t005 bn:00106408a
d103.s194.t006 bn:00105670a
d103.s194.t007 bn:00060633n
d103.s194.t008 bn:00088311v
d103.s194.t009 bn:00115109r
d103.s194.t010 bn:00108815a
d103.s194.t011 bn:00019033n
d103.s195.t000 bn:00084700v
d103.s195.t001 bn:00083370v
d103.s195.t002 bn:00046516n
d103.s195.t003 bn:00087865v
d103.s195.t004 bn:00067807n
d103.s195.t005 bn:00095806v
d103.s195.t006 bn:00011357n
d103.s195.t007 bn:00017483n
d103.s196.t000 bn:00067807n
d103.s196.t001 bn:00087865v
d103.s196.t002 bn:00046516n
d103.s196.t003 bn:00108295a
d103.s196.t004 bn:00021988n
d103.s197.t000 bn:00046516n
d103.s197.t001 bn:00098282a
d103.s197.t002 bn:00116284r
d103.s197.t003 bn:00101230a
d103.s198.t000 bn:00046516n
d103.s199.t000 bn:00082536v
d103.s199.t001 bn:00084741v
d103.s199.t002 bn:00093432v
d103.s199.t003 bn:00046516n
d103.s199.t004 bn:00092142v
d103.s199.t005 bn:00107879a
d103.s199.t006 bn:00010422n
d103.s199.t007 bn:00110500a
d103.s199.t008 bn:00042759n
d103.s199.t009 bn:00092424v
d103.s199.t010 bn:00103225a
d103.s199.t011 bn:00067181n
d103.s199.t012 bn:00046516n
d103.s199.t013 bn:00098171a
d103.s199.t014 bn:00043325n
d103.s199.t015 bn:00042761n
d103.s200.t000 bn:00046516n
d103.s200.t001 bn:00083560v
d103.s201.t000 bn:00083369v
d103.s201.t001 bn:00098827a
d103.s201.t002 bn:00012569n
d103.s201.t003 bn:00024159n
d103.s202.t000 bn:00046516n
d103.s202.t001 bn:00092122v
d103.s202.t002 bn:00028934n
d103.s203.t000 bn:00083181v
d103.s203.t001 bn:00115557r
d103.s203.t002 bn:00089027v
d103.s204.t000 bn:00115094r
d103.s204.t001 bn:00083370v
d103.s204.t002 bn:00085459v
d103.s204.t003 bn:00085399v
d103.s204.t004 bn:00011357n
d103.s204.t005 bn:00060181n
d103.s205.t000 bn:00116381r
d103.s205.t001 bn:00090142v
d103.s205.t002 bn:00114091r
d103.s205.t003 bn:00089198v
d103.s205.t004 bn:00089667v
d103.s205.t005 bn:00096707a
d103.s205.t006 bn:00075069n
d104.s000.t000 bn:00010514n
d104.s000.t001 bn:00083182v
d104.s000.t002 bn:00105259a
d104.s000.t003 bn:00030627n
d104.s000.t004 bn:00054731n
d104.s000.t005 bn:00112032a
d104.s000.t006 bn:00064584n
d104.s000.t007 bn:00002178n
d104.s000.t008 bn:00086698v
d104.s000.t009 bn:00084079v
d104.s000.t010 bn:00106725a
d104.s000.t011 bn:00029877n
d104.s000.t012 bn:00044576n
d104.s001.t000 bn:00083182v
d104.s001.t001 bn:00032336n
d104.s001.t002 bn:00098994a
d104.s001.t003 bn:00063864n
d104.s001.t004 bn:00046630n
d104.s001.t005 bn:00001972n
d104.s001.t006 bn:00110175a
d104.s001.t007 bn:00067280n
d104.s001.t008 bn:00026695n
d104.s001.t009 bn:00090243v
d104.s001.t010 bn:00064590n
d104.s001.t011 bn:00010514n
d104.s001.t012 bn:00005793n
d104.s002.t000 bn:00044576n
d104.s002.t001 bn:00114246r
d104.s002.t002 bn:00089751v
d104.s002.t003 bn:00116922r
d104.s002.t004 bn:00025080n
d104.s002.t005 bn:00035649n
d104.s002.t006 bn:00023931n
d104.s002.t007 bn:00028151n
d104.s003.t000 bn:00010514n
d104.s003.t001 bn:00085647v
d104.s003.t002 bn:00083181v
d104.s003.t003 bn:00114714r
d104.s003.t004 bn:00111285a
d104.s003.t005 bn:00005704n
d104.s004.t000 bn:00106332a
d104.s004.t001 bn:00066443n
d104.s004.t002 bn:00083182v
d104.s004.t003 bn:00089240v
d104.s004.t004 bn:00109345a
d104.s004.t005 bn:00049099n
d104.s004.t006 bn:00021961n
d104.s005.t000 bn:00046361n
d104.s005.t001 bn:00046630n
d104.s005.t002 bn:00113501a
d104.s005.t003 bn:00061605n
d104.s005.t004 bn:00045952n
d104.s005.t005 bn:00115244r
d104.s005.t006 bn:00100970a
d104.s005.t007 bn:00021961n
d104.s005.t008 bn:00092789v
d104.s005.t009 bn:00005704n
d104.s005.t010 bn:00113292a
d104.s005.t011 bn:00103911a
d104.s005.t012 bn:00013493n
d104.s006.t000 bn:00044576n
d104.s006.t001 bn:00083181v
d104.s006.t002 bn:00102038a
d104.s006.t003 bn:00096383a
d104.s006.t004 bn:00052557n
d104.s006.t005 bn:00046361n
d104.s006.t006 bn:00106953a
d104.s006.t007 bn:00046630n
d104.s007.t000 bn:00115635r
d104.s007.t001 bn:00030814n
d104.s007.t002 bn:00114523r
d104.s007.t003 bn:00082705v
d104.s007.t004 bn:00005704n
d104.s007.t005 bn:00006994n
d104.s007.t006 bn:00063595n
d104.s007.t007 bn:00017120n
d104.s007.t008 bn:00098342a
d104.s007.t009 bn:00019319n
d104.s008.t000 bn:00104680a
d104.s008.t001 bn:00107913a
d104.s008.t002 bn:00064536n
d104.s008.t003 bn:00010514n
d104.s008.t004 bn:00030814n
d104.s008.t005 bn:00083182v
d104.s008.t006 bn:00086008v
d104.s008.t007 bn:00001698n
d104.s008.t008 bn:00020001n
d104.s008.t009 bn:00001972n
d104.s008.t010 bn:00076148n
d104.s009.t000 bn:00021547n
d104.s009.t001 bn:00084700v
d104.s009.t002 bn:00106995a
d104.s009.t003 bn:00098100a
d104.s009.t004 bn:00067280n
d104.s009.t005 bn:00083240v
d104.s009.t006 bn:00009655n
d104.s009.t007 bn:00108301a
d104.s009.t008 bn:00098417a
d104.s009.t009 bn:00053801n
d104.s009.t010 bn:00061009n
d104.s009.t011 bn:00109741a
d104.s009.t012 bn:00046624n
d104.s009.t013 bn:00106554a
d104.s009.t014 bn:00027355n
d104.s009.t015 bn:00027546n
d104.s009.t016 bn:00025879n
d104.s009.t017 bn:00058573n
d104.s010.t000 bn:00098417a
d104.s010.t001 bn:00062168n
d104.s010.t002 bn:00105046a
d104.s010.t003 bn:00006815n
d104.s010.t004 bn:00082596v
d104.s010.t005 bn:00115982r
d104.s010.t006 bn:00108320a
d104.s010.t007 bn:00095923a
d104.s010.t008 bn:00078738n
d104.s011.t000 bn:00106995a
d104.s011.t001 bn:00107267a
d104.s011.t002 bn:00031322n
d104.s011.t003 bn:00106408a
d104.s011.t004 bn:00096872a
d104.s011.t005 bn:00064626n
d104.s011.t006 bn:00086733v
d104.s011.t007 bn:00109325a
d104.s011.t008 bn:00032377n
d104.s011.t009 bn:00102579a
d104.s011.t010 bn:00004222n
d104.s011.t011 bn:00001698n
d104.s011.t012 bn:00105046a
d104.s011.t013 bn:00001972n
d104.s011.t014 bn:00085499v
d104.s011.t015 bn:00006815n
d104.s011.t016 bn:00111005a
d104.s011.t017 bn:00101391a
d104.s011.t018 bn:00017761n
d104.s012.t000 bn:00106995a
d104.s012.t001 bn:00046705n
d104.s012.t002 bn:00085289v
d104.s012.t003 bn:00100122a
d104.s012.t004 bn:00109325a
d104.s012.t005 bn:00069085n
d104.s012.t006 bn:00005120n
d104.s012.t007 bn:00076341n
d104.s013.t000 bn:00106995a
d104.s013.t001 bn:00107787a
d104.s013.t002 bn:00102579a
d104.s013.t003 bn:00074791n
d104.s013.t004 bn:00109741a
d104.s013.t005 bn:00046624n
d104.s013.t006 bn:00082225v
d104.s013.t007 bn:00116789r
d104.s013.t008 bn:00097548a
d104.s013.t009 bn:00064536n
d104.s014.t000 bn:00107130a
d104.s014.t001 bn:00046949n
d104.s014.t002 bn:00035426n
d104.s014.t003 bn:00075453n
d104.s014.t004 bn:00105046a
d104.s014.t005 bn:00001972n
d104.s014.t006 bn:00004222n
d104.s014.t007 bn:00083181v
d104.s014.t008 bn:00115322r
d104.s014.t009 bn:00101347a
d104.s014.t010 bn:00032377n
d104.s014.t011 bn:00107152a
d104.s014.t012 bn:00017050n
d104.s014.t013 bn:00096580a
d104.s014.t014 bn:00009677n
d104.s015.t000 bn:00046143n
d104.s015.t001 bn:00006815n
d104.s015.t002 bn:00071887n
d104.s015.t003 bn:00001698n
d104.s015.t004 bn:00083181v
d104.s015.t005 bn:00115531r
d104.s015.t006 bn:00086557v
d104.s016.t000 bn:00107152a
d104.s016.t001 bn:00097060a
d104.s016.t002 bn:00108574a
d104.s016.t003 bn:00101078a
d104.s016.t004 bn:00017761n
d104.s016.t005 bn:00113423a
d104.s016.t006 bn:00002316n
d104.s016.t007 bn:00078620n
d104.s016.t008 bn:00058117n
d104.s016.t009 bn:00019100n
d104.s016.t010 bn:00077824n
d104.s016.t011 bn:00098361a
d104.s016.t012 bn:00013309n
d104.s016.t013 bn:00083181v
d104.s016.t014 bn:00099215a
d104.s016.t015 bn:00022115n
d104.s016.t016 bn:00098361a
d104.s016.t017 bn:00006815n
d104.s016.t018 bn:00083181v
d104.s016.t019 bn:00114778r
d104.s016.t020 bn:00102600a
d104.s016.t021 bn:00009676n
d104.s017.t000 bn:00116789r
d104.s017.t001 bn:00106058a
d104.s017.t002 bn:00006815n
d104.s017.t003 bn:00114216r
d104.s017.t004 bn:00071887n
d104.s017.t005 bn:00003268n
d104.s017.t006 bn:00095887a
d104.s017.t007 bn:00096001a
d104.s017.t008 bn:00054763n
d104.s017.t009 bn:00026841n
d104.s017.t010 bn:00083181v
d104.s017.t011 bn:00099215a
d104.s017.t012 bn:00091307v
d104.s017.t013 bn:00022115n
d104.s017.t014 bn:00008713n
d104.s017.t015 bn:00085363v
d104.s017.t016 bn:00003179n
d104.s017.t017 bn:00052341n
d104.s018.t000 bn:00005515n
d104.s018.t001 bn:00083181v
d104.s018.t002 bn:00111525a
d104.s018.t003 bn:00046624n
d104.s019.t000 bn:00030988n
d104.s019.t001 bn:00044396n
d104.s019.t002 bn:00105046a
d104.s019.t003 bn:00006815n
d104.s019.t004 bn:00002209n
d104.s019.t005 bn:00082585v
d104.s019.t006 bn:00114079r
d104.s019.t007 bn:00077386n
d104.s019.t008 bn:00046839n
d104.s020.t000 bn:00045161n
d104.s020.t001 bn:00006815n
d104.s020.t002 bn:00071887n
d104.s020.t003 bn:00105046a
d104.s020.t004 bn:00028319n
d104.s020.t005 bn:00087826v
d104.s020.t006 bn:00075812n
d104.s020.t007 bn:00095887a
d104.s021.t000 bn:00085648v
d104.s021.t001 bn:00010514n
d104.s021.t002 bn:00025879n bn:00025878n
d104.s021.t003 bn:00082472v
d104.s021.t004 bn:00034394n
d104.s021.t005 bn:00100675a
d104.s021.t006 bn:00106666a
d104.s021.t007 bn:00060585n
d104.s021.t008 bn:00085591v
d104.s021.t009 bn:00001698n
d104.s021.t010 bn:00086557v
d104.s021.t011 bn:00107937a
d104.s021.t012 bn:00021961n
d104.s022.t000 bn:00115147r
d104.s022.t001 bn:00098857a
d104.s022.t002 bn:00075171n
d104.s022.t003 bn:00083181v
d104.s022.t004 bn:00114307r
d104.s022.t005 bn:00101259a
d104.s022.t006 bn:00054731n
d104.s022.t007 bn:00094634v
d104.s022.t008 bn:00002185n
d104.s023.t000 bn:00083184v
d104.s023.t001 bn:00107937a
d104.s023.t002 bn:00045190n
d104.s023.t003 bn:00031631n
d104.s023.t004 bn:00109740a
d104.s023.t005 bn:00001972n
d104.s023.t006 bn:00096719a
d104.s024.t000 bn:00047340n
d104.s024.t001 bn:00054604n
d104.s024.t002 bn:00083181v
d104.s024.t003 bn:00107182a
d104.s024.t004 bn:00020001n
d104.s024.t005 bn:00088423v
d104.s024.t006 bn:00029430n
d104.s025.t000 bn:00082761v
d104.s025.t001 bn:00049995n
d104.s025.t002 bn:00021644n
d104.s026.t000 bn:00083185v
d104.s026.t001 bn:00114869r
d104.s026.t002 bn:00099474a
d104.s026.t003 bn:00019848n
d104.s026.t004 bn:00095962a
d104.s026.t005 bn:00044982n
d104.s026.t006 bn:00024724n
d104.s026.t007 bn:00021644n
d104.s026.t008 bn:00085591v
d104.s027.t000 bn:00099474a
d104.s027.t001 bn:00108011a
d104.s027.t002 bn:00064752n
d104.s027.t003 bn:00106058a
d104.s027.t004 bn:00006815n
d104.s027.t005 bn:00114245r
d104.s027.t006 bn:00082412v
d104.s027.t007 bn:00061354n
d104.s027.t008 bn:00002316n
d104.s027.t009 bn:00083181v
d104.s027.t010 bn:00107627a
d104.s027.t011 bn:00025879n bn:00025878n
d104.s027.t012 bn:00021989n
d104.s028.t000 bn:00106066a
d104.s028.t001 bn:00006815n
d104.s028.t002 bn:00102794a
d104.s028.t003 bn:00088912v
d104.s028.t004 bn:00115122r
d104.s028.t005 bn:00088948v
d104.s029.t000 bn:00001698n
d104.s029.t001 bn:00106058a
d104.s029.t002 bn:00006815n
d104.s030.t000 bn:00115484r
d104.s030.t001 bn:00086807v
d104.s030.t002 bn:00003879n
d104.s030.t003 bn:00116297r
d104.s030.t004 bn:00110076a
d104.s030.t005 bn:00033729n
d104.s030.t006 bn:00037382n
