d000.s00000.t00000 bn:00086431v
d000.s46043.t00001 bn:00062176n
d000.s46043.t00002 bn:00082596v
d000.s46043.t00003 bn:00006663n
d000.s46044.t00000 bn:00006666n
d000.s46044.t00001 bn:00006659n
d000.s46044.t00002 bn:00082596v
d000.s46045.t00000 bn:00069680n
d000.s46045.t00001 bn:00022984n
d000.s46046.t00000 bn:00006659n
d000.s46046.t00001 bn:00082596v
d000.s46046.t00002 bn:00026696n
d000.s46046.t00003 bn:00066995n
d000.s46046.t00004 bn:00022991n
d000.s46047.t00000 bn:00017762n
d000.s46047.t00001 bn:00078798n
d000.s46048.t00000 bn:00086592v
d000.s46048.t00001 bn:00009676n
d000.s46048.t00002 bn:00025995n
d000.s46049.t00000 bn:00046516n
d000.s46049.t00001 bn:00085468v
d000.s46049.t00002 bn:00006759n
d000.s46050.t00000 bn:00073206n
d000.s46050.t00001 bn:00073801n
d000.s46051.t00000 bn:00082462v
d000.s46052.t00000 bn:00057164n
d000.s46053.t00000 bn:00007286n
d000.s46054.t00000 bn:00007123n
d000.s46054.t00001 bn:00082924v
d000.s46054.t00002 bn:00066574n
d000.s46054.t00003 bn:00061054n
d000.s46055.t00000 bn:00007122n
d000.s46055.t00001 bn:00029806n
d000.s46055.t00002 bn:00019479n
d000.s46055.t00003 bn:00116360r
d000.s46055.t00004 bn:00023293n
d000.s46056.t00000 bn:00036837n
d000.s46056.t00001 bn:00109661a
d000.s46056.t00002 bn:00085683v
d000.s46056.t00003 bn:00109211a
d000.s46057.t00000 bn:00071838n
d000.s46057.t00001 bn:00009616n
d000.s46057.t00002 bn:00034027n
d000.s46057.t00003 bn:00053531n
d000.s46057.t00004 bn:00078951n
d000.s46058.t00000 bn:00034453n
d000.s46058.t00001 bn:00103206a
d000.s46059.t00000 bn:00034481n
d000.s46059.t00001 bn:00032400n
d000.s46059.t00002 bn:00108489a
d000.s46059.t00003 bn:00100623a
d000.s46060.t00000 bn:00046516n
d000.s46060.t00001 bn:00033729n
d000.s46060.t00002 bn:00097797a
d000.s46061.t00000 bn:00007301n
d000.s46061.t00001 bn:00032322n
d000.s46061.t00002 bn:00059169n
d000.s46061.t00003 bn:00101093a
d000.s46062.t00000 bn:00007300n
d000.s46062.t00001 bn:00046516n
d000.s46062.t00002 bn:00096474a
d000.s46063.t00000 bn:00007300n
d000.s46063.t00001 bn:00082938v
d000.s46063.t00002 bn:00001128n
d000.s46064.t00000 bn:00010534n
d000.s46065.t00000 bn:00046516n
d000.s46065.t00001 bn:00089791v
d000.s46066.t00000 bn:00092421v
d000.s46066.t00001 bn:00033729n
d000.s46066.t00002 bn:00106539a
d000.s46066.t00003 bn:00097290a
d000.s46067.t00000 bn:00014138n
d000.s46067.t00001 bn:00084308v
d000.s46067.t00002 bn:00007309n
d000.s46068.t00000 bn:00005106n
d000.s46068.t00001 bn:00026535n
d000.s46068.t00002 bn:00013723n
d000.s46068.t00003 bn:00007309n
d000.s46069.t00000 bn:00085744v
d000.s46069.t00001 bn:00002275n
d000.s46070.t00000 bn:00001530n
d000.s46071.t00000 bn:00018345n
d000.s46072.t00000 bn:00048655n
d000.s46072.t00001 bn:00047199n
d000.s46073.t00000 bn:00007618n
d000.s46073.t00001 bn:00110953a
d000.s46073.t00002 bn:00012293n
d000.s46074.t00000 bn:00035925n
d000.s46074.t00001 bn:00023323n
d000.s46075.t00000 bn:00001305n
d000.s46075.t00001 bn:00034453n
d000.s46075.t00002 bn:00097733a
d000.s46076.t00000 bn:00041942n
d000.s46076.t00001 bn:00116360r
d000.s46076.t00002 bn:00115917r
d000.s46077.t00000 bn:00104589a
d000.s46077.t00001 bn:00116360r
d000.s46077.t00002 bn:00095597v
d000.s46077.t00003 bn:00094090v
d000.s46078.t00000 bn:00034187n
d000.s46079.t00000 bn:00046516n
d000.s46079.t00001 bn:00020407n
d000.s46079.t00002 bn:00115126r
d000.s46080.t00000 bn:00054125n
d000.s46080.t00001 bn:00002157n
d000.s46080.t00002 bn:00007630n
d000.s46081.t00000 bn:00046516n
d000.s46081.t00001 bn:00031642n
d000.s46081.t00002 bn:00087150v
d000.s46081.t00003 bn:00007630n
d000.s46082.t00000 bn:00007630n
d000.s46082.t00001 bn:00114778r
d000.s46082.t00002 bn:00000356n
d000.s46083.t00000 bn:00007655n
d000.s46083.t00001 bn:00046516n
d000.s46083.t00002 bn:00018345n
d000.s46083.t00003 bn:00116360r
d000.s46083.t00004 bn:00000356n
d000.s46084.t00000 bn:00057892n
d000.s46085.t00000 bn:00064351n
d000.s46086.t00000 bn:00013648n
d000.s46087.t00000 bn:00001533n
d000.s46087.t00001 bn:00116343r
d000.s46088.t00000 bn:00046516n
d000.s46089.t00000 bn:00116360r
d000.s46089.t00001 bn:00050371n
d000.s46089.t00002 bn:00060834n
d000.s46090.t00000 bn:00044139n
d000.s46091.t00000 bn:00001598n
d000.s46091.t00001 bn:00021584n
d000.s46091.t00002 bn:00090161v
d000.s46091.t00003 bn:00107770a
d000.s46092.t00000 bn:00094650v
d000.s46092.t00001 bn:00033832n
d000.s46092.t00002 bn:00070652n
d000.s46092.t00003 bn:00107072a
d000.s46093.t00000 bn:00001592n
d000.s46094.t00000 bn:00082913v
d000.s46094.t00001 bn:00003537n
d000.s46094.t00002 bn:00102276a
d000.s46094.t00003 bn:00102501a
d000.s46095.t00000 bn:00010548n
d000.s46095.t00001 bn:00082596v
d000.s46095.t00002 bn:00007854n
d000.s46096.t00000 bn:00046516n
d000.s46096.t00001 bn:00116360r
d000.s46097.t00000 bn:00046516n
d000.s46097.t00001 bn:00025082n
d000.s46098.t00000 bn:00001530n
d000.s46098.t00001 bn:00112223a
d000.s46099.t00000 bn:00001530n
d000.s46099.t00001 bn:00104604a
d000.s46100.t00000 bn:00007940n
d000.s46101.t00000 bn:00001530n
d000.s46101.t00001 bn:00084554v
d000.s46101.t00002 bn:00063731n
d000.s46102.t00000 bn:00055644n
d000.s46103.t00000 bn:00007956n
d000.s46103.t00001 bn:00046958n
d000.s46103.t00002 bn:00009720n
d000.s46104.t00000 bn:00001973n
d000.s46104.t00001 bn:00086532v
d000.s46105.t00000 bn:00046516n
d000.s46105.t00001 bn:00086532v
d000.s46105.t00002 bn:00061727n
d000.s46105.t00003 bn:00055644n
d000.s46105.t00004 bn:00078487n
d000.s46106.t00000 bn:00018345n
d000.s46106.t00001 bn:00012571n
d000.s46107.t00000 bn:00012873n
d000.s46107.t00001 bn:00014609n
d000.s46108.t00000 bn:00114777r
d000.s46109.t00000 bn:00001032n
d000.s46109.t00001 bn:00083047v
d000.s46110.t00000 bn:00046516n
d000.s46111.t00000 bn:00046516n
d000.s46111.t00001 bn:00086594v
d000.s46111.t00002 bn:00082139v
d000.s46112.t00000 bn:00012569n
d000.s46112.t00001 bn:00008120n
d000.s46113.t00000 bn:00001530n
d000.s46113.t00001 bn:00101146a
d000.s46113.t00002 bn:00006565n
d000.s46114.t00000 bn:00060799n
d000.s46114.t00001 bn:00084554v
d000.s46114.t00002 bn:00082844v
d000.s46114.t00003 bn:00008120n
d000.s46115.t00000 bn:00102884a
d000.s46116.t00000 bn:00001533n
d000.s46116.t00001 bn:00086866v
d000.s46116.t00002 bn:00089791v
d000.s46116.t00003 bn:00091912v
d000.s46117.t00000 bn:00001530n
d000.s46117.t00001 bn:00086866v
d000.s46117.t00002 bn:00089791v
d000.s46117.t00003 bn:00091912v
d000.s46118.t00000 bn:00008165n
d000.s46119.t00000 bn:00006747n
d000.s46119.t00001 bn:00073699n
d000.s46119.t00002 bn:00094314v
d000.s46119.t00003 bn:00084654v
d000.s46119.t00004 bn:00008120n
d000.s46120.t00000 bn:00088378v
d000.s46120.t00001 bn:00008187n
d000.s46121.t00000 bn:00006747n
d000.s46121.t00001 bn:00008804n
d000.s46122.t00000 bn:00046516n
d000.s46123.t00000 bn:00085711v
d000.s46123.t00001 bn:00013774n
d000.s46124.t00000 bn:00025270n
d000.s46124.t00001 bn:00096498a
d000.s46124.t00002 bn:00017395n
d000.s46124.t00003 bn:00006141n
d000.s46125.t00000 bn:00053770n
d000.s46125.t00001 bn:00099598a
d000.s46125.t00002 bn:00082716v
d000.s46125.t00003 bn:00100203a
d000.s46125.t00004 bn:00090098v
d000.s46125.t00005 bn:00013774n
d000.s46126.t00000 bn:00013816n
d000.s46126.t00001 bn:00085711v
d000.s46126.t00002 bn:00013774n
d000.s46126.t00003 bn:00105886a
d000.s46126.t00004 bn:00078738n
d000.s46127.t00000 bn:00062217n
d000.s46127.t00001 bn:00031301n
d000.s46127.t00002 bn:00092012v
d000.s46127.t00003 bn:00015784n
d000.s46128.t00000 bn:00053770n
d000.s46128.t00001 bn:00073699n
d000.s46129.t00000 bn:00074094n
d000.s46130.t00000 bn:00050371n
d000.s46131.t00000 bn:00021678n
d000.s46131.t00001 bn:00008280n
d000.s46132.t00000 bn:00008280n
d000.s46133.t00000 bn:00021030n
d000.s46133.t00001 bn:00090616v
d000.s46133.t00002 bn:00059905n
d000.s46134.t00000 bn:00046516n
d000.s46134.t00001 bn:00008368n
d000.s46135.t00000 bn:00008406n
d000.s46135.t00001 bn:00089241v
d000.s46135.t00002 bn:00032179n
d000.s46135.t00003 bn:00008364n
d000.s46136.t00000 bn:00082924v
d000.s46136.t00001 bn:00000740n
d000.s46136.t00002 bn:00008364n
d000.s46136.t00003 bn:00103595a
d000.s46136.t00004 bn:00048653n
d000.s46137.t00000 bn:00070230n
d000.s46137.t00001 bn:00008371n
d000.s46138.t00000 bn:00027366n
d000.s46139.t00000 bn:00068012n
d000.s46139.t00001 bn:00008371n
d000.s46140.t00000 bn:00025639n
d000.s46141.t00000 bn:00012555n
d000.s46141.t00001 bn:00095701v
d000.s46141.t00002 bn:00050327n
d000.s46142.t00000 bn:00095701v
d000.s46142.t00001 bn:00050327n
d000.s46143.t00000 bn:00035629n
d000.s46144.t00000 bn:00042526n
d000.s46144.t00001 bn:00093587v
d000.s46144.t00002 bn:00009361n
d000.s46145.t00000 bn:00106290a
d000.s46146.t00000 bn:00028752n
d000.s46146.t00001 bn:00008462n
d000.s46147.t00000 bn:00057209n
d000.s46147.t00001 bn:00025567n
d000.s46148.t00000 bn:00089525v
d000.s46149.t00000 bn:00071731n
d000.s46149.t00001 bn:00106354a
d000.s46150.t00000 bn:00071315n
d000.s46150.t00001 bn:00019763n
d000.s46150.t00002 bn:00105983a
d000.s46151.t00000 bn:00008614n
d000.s46152.t00000 bn:00023235n
d000.s46152.t00001 bn:00048557n
d000.s46153.t00000 bn:00001176n
d000.s46153.t00001 bn:00023235n
d000.s46154.t00000 bn:00096612a
d000.s46155.t00000 bn:00098883a
d000.s46155.t00001 bn:00066154n
d000.s46156.t00000 bn:00023236n
d000.s46156.t00001 bn:00066154n
d000.s46156.t00002 bn:00113502a
d000.s46157.t00000 bn:00098883a
d000.s46157.t00001 bn:00044653n
d000.s46157.t00002 bn:00008638n
d000.s46157.t00003 bn:00049329n
d000.s46158.t00000 bn:00098883a
d000.s46158.t00001 bn:00094090v
d000.s46159.t00000 bn:00030618n
d000.s46159.t00001 bn:00082565v
d000.s46159.t00002 bn:00096751a
d000.s46159.t00003 bn:00008462n
d000.s46160.t00000 bn:00008572n
d000.s46160.t00001 bn:00116360r
d000.s46160.t00002 bn:00055644n
d000.s46161.t00000 bn:00020119n
d000.s46162.t00000 bn:00073699n
d000.s46162.t00001 bn:00082844v
d000.s46162.t00002 bn:00082790v
d000.s46163.t00000 bn:00008855n
d000.s46163.t00001 bn:00068528n
d000.s46163.t00002 bn:00068183n
d000.s46164.t00000 bn:00020119n
d000.s46165.t00000 bn:00006747n
d000.s46166.t00000 bn:00094990v
d000.s46166.t00001 bn:00008872n
d000.s46167.t00000 bn:00003500n
d000.s46167.t00001 bn:00109651a
d000.s46167.t00002 bn:00105645a
d000.s46167.t00003 bn:00008872n
d000.s46168.t00000 bn:00071731n
d000.s46168.t00001 bn:00080185n
d000.s46169.t00000 bn:00046975n
d000.s46170.t00000 bn:00046975n
d000.s46171.t00000 bn:00047692n
d000.s46171.t00001 bn:00104564a
d000.s46172.t00000 bn:00037352n
d000.s46172.t00001 bn:00106125a
d000.s46173.t00000 bn:00022407n
d000.s46173.t00001 bn:00054026n
d000.s46173.t00002 bn:00033761n
d000.s46173.t00003 bn:00106035a
d000.s46174.t00000 bn:00008656n
d000.s46174.t00001 bn:00066154n
d000.s46174.t00002 bn:00053531n
d000.s46174.t00003 bn:00081167n
d000.s46175.t00000 bn:00012569n
d000.s46176.t00000 bn:00046516n
d000.s46176.t00001 bn:00008991n
d000.s46177.t00000 bn:00054972n
d000.s46177.t00001 bn:00098883a
d000.s46178.t00000 bn:00083154v
d000.s46179.t00000 bn:00089791v
d000.s46180.t00000 bn:00053531n
d000.s46181.t00000 bn:00026239n
d000.s46182.t00000 bn:00023804n
d000.s46183.t00000 bn:00009263n
d000.s46184.t00000 bn:00036837n
d000.s46184.t00001 bn:00060680n
d000.s46184.t00002 bn:00106764a
d000.s46185.t00000 bn:00091921v
d000.s46185.t00001 bn:00065006n
d000.s46186.t00000 bn:00000753n
d000.s46186.t00001 bn:00001433n
d000.s46186.t00002 bn:00090224v
d000.s46186.t00003 bn:00000639n
d000.s46186.t00004 bn:00102500a
d000.s46187.t00000 bn:00108501a
d000.s46187.t00001 bn:00053458n
d000.s46187.t00002 bn:00093472v
d000.s46187.t00003 bn:00084331v
d000.s46187.t00004 bn:00106205a
d000.s46188.t00000 bn:00075459n
d000.s46188.t00001 bn:00001530n
d000.s46188.t00002 bn:00037541n
d000.s46188.t00003 bn:00106354a
d000.s46188.t00004 bn:00085509v
d000.s46189.t00000 bn:00046516n
d000.s46189.t00001 bn:00109436a
d000.s46190.t00000 bn:00081593n
d000.s46190.t00001 bn:00113316a
d000.s46190.t00002 bn:00045247n
d000.s46191.t00000 bn:00009398n
d000.s46191.t00001 bn:00009654n
d000.s46192.t00000 bn:00009443n
d000.s46193.t00000 bn:00001592n
d000.s46193.t00001 bn:00005023n
d000.s46193.t00002 bn:00108491a
d000.s46194.t00000 bn:00046516n
d000.s46194.t00001 bn:00009472n
d000.s46195.t00000 bn:00104655a
d000.s46196.t00000 bn:00009508n
d000.s46196.t00001 bn:00035607n
d000.s46196.t00002 bn:00106816a
d000.s46196.t00003 bn:00005248n
d000.s46197.t00000 bn:00033687n
d000.s46197.t00001 bn:00009524n
d000.s46197.t00002 bn:00044622n
d000.s46198.t00000 bn:00028749n
d000.s46199.t00000 bn:00001533n
d000.s46200.t00000 bn:00001530n
d000.s46201.t00000 bn:00001530n
d000.s46201.t00001 bn:00066154n
d000.s46201.t00002 bn:00010203n
d000.s46201.t00003 bn:00047607n
d000.s46202.t00000 bn:00001530n
d000.s46202.t00001 bn:00001940n
d000.s46203.t00000 bn:00046516n
d000.s46203.t00001 bn:00099830a
d000.s46204.t00000 bn:00046516n
d000.s46204.t00001 bn:00109661a
d000.s46205.t00000 bn:00009676n
d000.s46206.t00000 bn:00001362n
d000.s46207.t00000 bn:00082197v
d000.s46208.t00000 bn:00044967n
d000.s46209.t00000 bn:00075310n
d000.s46209.t00001 bn:00044967n
d000.s46210.t00000 bn:00034453n
d000.s46210.t00001 bn:00099542a
d000.s46210.t00002 bn:00017562n
d000.s46211.t00000 bn:00046516n
d000.s46211.t00001 bn:00009727n
d000.s46212.t00000 bn:00107056a
d000.s46213.t00000 bn:00082381v
d000.s46213.t00001 bn:00050374n
d000.s46213.t00002 bn:00036632n
d000.s46214.t00000 bn:00001530n
d000.s46215.t00000 bn:00046516n
d000.s46215.t00001 bn:00098224a
d000.s46216.t00000 bn:00052910n
d000.s46217.t00000 bn:00045106n
d000.s46217.t00001 bn:00115453r
d000.s46218.t00000 bn:00016459n
d000.s46219.t00000 bn:00097805a
d000.s46219.t00001 bn:00001816n
d000.s46220.t00000 bn:00025582n
d000.s46220.t00001 bn:00090504v
d000.s46221.t00000 bn:00097066a
d000.s46221.t00001 bn:00080510n
d000.s46221.t00002 bn:00105853a
d000.s46221.t00003 bn:00023620n
d000.s46221.t00004 bn:00009078n
d000.s46221.t00005 bn:00085711v
d000.s46221.t00006 bn:00036910n
d000.s46222.t00000 bn:00030814n
d000.s46223.t00000 bn:00061827n
d000.s46223.t00001 bn:00102235a
d000.s46224.t00000 bn:00108069a
d000.s46224.t00001 bn:00102496a
d000.s46225.t00000 bn:00045458n
d000.s46226.t00000 bn:00046516n
d000.s46227.t00000 bn:00041204n
d000.s46227.t00001 bn:00027810n
d000.s46227.t00002 bn:00064914n
d000.s46228.t00000 bn:00001533n
d000.s46228.t00001 bn:00067236n
d000.s46228.t00002 bn:00005255n
d000.s46229.t00000 bn:00001530n
d000.s46229.t00001 bn:00008462n
d000.s46229.t00002 bn:00007602n
d000.s46229.t00003 bn:00019763n
d000.s46229.t00004 bn:00001533n
d000.s46230.t00000 bn:00010226n
d000.s46230.t00001 bn:00090504v
d000.s46230.t00002 bn:00012059n
d000.s46231.t00000 bn:00008572n
d000.s46232.t00000 bn:00058678n
d000.s46233.t00000 bn:00010263n
d000.s46233.t00001 bn:00015914n
d000.s46234.t00000 bn:00114245r
d000.s46234.t00001 bn:00114935r
d000.s46235.t00000 bn:00011357n
d000.s46236.t00000 bn:00050371n
d000.s46236.t00001 bn:00097797a
d000.s46237.t00000 bn:00046516n
d000.s46237.t00001 bn:00104566a
d000.s46237.t00002 bn:00086798v
d000.s46238.t00000 bn:00071838n
d000.s46239.t00000 bn:00046516n
d000.s46239.t00001 bn:00094090v
d000.s46239.t00002 bn:00049910n
d000.s46240.t00000 bn:00010435n
d000.s46241.t00000 bn:00046516n
d000.s46241.t00001 bn:00088905v
d000.s46242.t00000 bn:00010459n
d000.s46243.t00000 bn:00001603n
d000.s46244.t00000 bn:00041853n
d000.s46245.t00000 bn:00069680n
d000.s46245.t00001 bn:00082596v
d000.s46245.t00002 bn:00009677n
d000.s46246.t00000 bn:00082705v
d000.s46246.t00001 bn:00054625n
d000.s46246.t00002 bn:00056996n
d000.s46246.t00003 bn:00010549n
d000.s46247.t00000 bn:00046516n
d000.s46247.t00001 bn:00047077n
d000.s46247.t00002 bn:00010605n
d000.s46248.t00000 bn:00046516n
d000.s46248.t00001 bn:00089574v
d000.s46248.t00002 bn:00082596v
d000.s46248.t00003 bn:00042409n
d000.s46249.t00000 bn:00024140n
d000.s46250.t00000 bn:00046516n
d000.s46250.t00001 bn:00116949r
d000.s46250.t00002 bn:00070773n
d000.s46251.t00000 bn:00007293n
d000.s46251.t00001 bn:00109661a
d000.s46251.t00002 bn:00096474a
d000.s46251.t00003 bn:00090616v
d000.s46251.t00004 bn:00064346n
d000.s46251.t00005 bn:00024459n
d000.s46251.t00006 bn:00018805n
d000.s46252.t00000 bn:00083515v
d000.s46253.t00000 bn:00054984n
d000.s46253.t00001 bn:00102248a
d000.s46253.t00002 bn:00079079n
d000.s46253.t00003 bn:00098480a
d000.s46253.t00004 bn:00022026n
d000.s46253.t00005 bn:00105419a
d000.s46253.t00006 bn:00047003n
d000.s46254.t00000 bn:00048798n
d000.s46255.t00000 bn:00023815n
d000.s46255.t00001 bn:00055644n
d000.s46255.t00002 bn:00094927v
d000.s46255.t00003 bn:00083912v
d000.s46256.t00000 bn:00046516n
d000.s46256.t00001 bn:00115731r
d000.s46256.t00002 bn:00077860n
d000.s46256.t00003 bn:00021045n
d000.s46257.t00000 bn:00041942n
d000.s46257.t00001 bn:00010820n
d000.s46257.t00002 bn:00096963a
d000.s46258.t00000 bn:00060834n
d000.s46259.t00000 bn:00060834n
d000.s46259.t00001 bn:00102797a
d000.s46260.t00000 bn:00088480v
d000.s46260.t00001 bn:00006856n
d000.s46260.t00002 bn:00042730n
d000.s46260.t00003 bn:00004798n
d000.s46261.t00000 bn:00046516n
d000.s46261.t00001 bn:00094089v
d000.s46261.t00002 bn:00076924n
d000.s46261.t00003 bn:00110031a
d000.s46262.t00000 bn:00032349n
d000.s46263.t00000 bn:00011182n
d000.s46263.t00001 bn:00081593n
d000.s46263.t00002 bn:00019980n
d000.s46263.t00003 bn:00035361n
d000.s46264.t00000 bn:00115274r
d000.s46265.t00000 bn:00060798n
d000.s46265.t00001 bn:00090725v
d000.s46265.t00002 bn:00103006a
d000.s46265.t00003 bn:00019848n
d000.s46266.t00000 bn:00029239n
d000.s46266.t00001 bn:00082844v
d000.s46267.t00000 bn:00046516n
d000.s46267.t00001 bn:00095450v
d000.s46267.t00002 bn:00011339n
d000.s46268.t00000 bn:00046516n
d000.s46268.t00001 bn:00024643n
d000.s46268.t00002 bn:00042526n
d000.s46269.t00000 bn:00052968n
d000.s46269.t00001 bn:00017349n
d000.s46269.t00002 bn:00087116v
d000.s46270.t00000 bn:00011346n
d000.s46270.t00001 bn:00011394n
d000.s46271.t00000 bn:00072514n
d000.s46272.t00000 bn:00002021n
d000.s46273.t00000 bn:00020726n
d000.s46273.t00001 bn:00083222v
d000.s46273.t00002 bn:00043383n
d000.s46274.t00000 bn:00046516n
d000.s46274.t00001 bn:00072698n
d000.s46275.t00000 bn:00053096n
d000.s46275.t00001 bn:00057052n
d000.s46276.t00000 bn:00001530n
d000.s46276.t00001 bn:00047077n
d000.s46276.t00002 bn:00106044a
d000.s46277.t00000 bn:00082844v
d000.s46278.t00000 bn:00046516n
d000.s46278.t00001 bn:00084198v
d000.s46279.t00000 bn:00093014v
d000.s46279.t00001 bn:00011674n
d000.s46280.t00000 bn:00040864n
d000.s46281.t00000 bn:00029806n
d000.s46281.t00001 bn:00069620n
d000.s46282.t00000 bn:00071103n
d000.s46283.t00000 bn:00105086a
d000.s46283.t00001 bn:00058698n
d000.s46283.t00002 bn:00098883a
d000.s46284.t00000 bn:00072576n
d000.s46284.t00001 bn:00011711n
d000.s46285.t00000 bn:00011780n
d000.s46285.t00001 bn:00056383n
d000.s46286.t00000 bn:00011781n
d000.s46286.t00001 bn:00092103v
d000.s46286.t00002 bn:00098345a
d000.s46287.t00000 bn:00003200n
d000.s46287.t00001 bn:00108488a
d000.s46288.t00000 bn:00076338n
d000.s46288.t00001 bn:00067280n
d000.s46288.t00002 bn:00106725a
d000.s46289.t00000 bn:00007287n
d000.s46289.t00001 bn:00006182n
d000.s46290.t00000 bn:00026239n
d000.s46290.t00001 bn:00011813n
d000.s46290.t00002 bn:00024932n
d000.s46291.t00000 bn:00115195r
d000.s46291.t00001 bn:00067569n
d000.s46292.t00000 bn:00041942n
d000.s46292.t00001 bn:00050669n
d000.s46292.t00002 bn:00060834n
d000.s46292.t00003 bn:00100108a
d000.s46293.t00000 bn:00006173n
d000.s46293.t00001 bn:00098883a
d000.s46294.t00000 bn:00046516n
d000.s46294.t00001 bn:00091694v
d000.s46294.t00002 bn:00011917n
d000.s46295.t00000 bn:00031012n
d000.s46295.t00001 bn:00097523a
d000.s46296.t00000 bn:00072080n
d000.s46296.t00001 bn:00106354a
d000.s46297.t00000 bn:00052968n
d000.s46297.t00001 bn:00029416n
d000.s46298.t00000 bn:00029416n
d000.s46299.t00000 bn:00029416n
d000.s46300.t00000 bn:00116360r
d000.s46300.t00001 bn:00115917r
d000.s46300.t00002 bn:00011999n
d000.s46300.t00003 bn:00098909a
d000.s46301.t00000 bn:00068933n
d000.s46301.t00001 bn:00012060n
d000.s46302.t00000 bn:00081593n
d000.s46303.t00000 bn:00093472v
d000.s46304.t00000 bn:00021286n
d000.s46304.t00001 bn:00061560n
d000.s46305.t00000 bn:00087679v
d000.s46305.t00001 bn:00025567n
d000.s46306.t00000 bn:00037167n
d000.s46306.t00001 bn:00082198v
d000.s46306.t00002 bn:00010111n
d000.s46307.t00000 bn:00052910n
d000.s46307.t00001 bn:00092023v
d000.s46308.t00000 bn:00012139n
d000.s46308.t00001 bn:00059953n
d000.s46308.t00002 bn:00012141n
d000.s46309.t00000 bn:00091458v
d000.s46310.t00000 bn:00094314v
d000.s46310.t00001 bn:00071215n
d000.s46311.t00000 bn:00046516n
d000.s46311.t00001 bn:00071172n
d000.s46311.t00002 bn:00012166n
d000.s46312.t00000 bn:00086008v
d000.s46312.t00001 bn:00093472v
d000.s46312.t00002 bn:00012195n
d000.s46312.t00003 bn:00104562a
d000.s46313.t00000 bn:00052910n
d000.s46313.t00001 bn:00012166n
d000.s46314.t00000 bn:00026239n
d000.s46314.t00001 bn:00069783n
d000.s46314.t00002 bn:00030861n
d000.s46315.t00000 bn:00091483v
d000.s46315.t00001 bn:00023236n
d000.s46316.t00000 bn:00046516n
d000.s46316.t00001 bn:00012232n
d000.s46317.t00000 bn:00012262n
d000.s46317.t00001 bn:00064699n
d000.s46317.t00002 bn:00031337n
d000.s46318.t00000 bn:00022357n
d000.s46318.t00001 bn:00101788a
d000.s46318.t00002 bn:00018805n
d000.s46319.t00000 bn:00066580n
d000.s46319.t00001 bn:00081546n
d000.s46320.t00000 bn:00010548n
d000.s46320.t00001 bn:00007985n
d000.s46320.t00002 bn:00035324n
d000.s46321.t00000 bn:00046516n
d000.s46322.t00000 bn:00083413v
d000.s46322.t00001 bn:00007884n
d000.s46323.t00000 bn:00080115n
d000.s46323.t00001 bn:00007448n
d000.s46323.t00002 bn:00019319n
d000.s46324.t00000 bn:00046516n
d000.s46324.t00001 bn:00029239n
d000.s46324.t00002 bn:00008462n
d000.s46324.t00003 bn:00041948n
d000.s46324.t00004 bn:00109211a
d000.s46325.t00000 bn:00045247n
d000.s46325.t00001 bn:00090098v
